protocol,split_file,fold,model,n_train,n_test,train_positive_rate,test_positive_rate,accuracy,balanced_accuracy,precision,recall,f1,mcc,kappa,roc_auc,average_precision,brier
pair-stratified,pair_stratified_fold0.csv,0,majority_class,3083,661,0.6454751865066494,0.6459909228441755,0.6459909228441755,0.5,0.6459909228441755,1.0,0.7849264705882353,0.0,0.0,0.5,0.6459909228441755,0.3540090771558245
pair-stratified,pair_stratified_fold0.csv,0,stratified_dummy,3083,661,0.6454751865066494,0.6459909228441755,0.5748865355521936,0.539612482235433,0.6746411483253588,0.6604215456674473,0.6674556213017752,0.07857649300166272,0.07854226508510576,0.539612482235433,0.6649121490401795,0.42511346444780634
pair-stratified,pair_stratified_fold0.csv,0,sequence_logistic,3083,661,0.6454751865066494,0.6459909228441755,0.6399394856278366,0.6459797033567525,0.7739130434782608,0.6252927400468384,0.6917098445595855,0.27950607384941667,0.27053444742235533,0.7035869412918594,0.809127123914227,0.22039831933003412
pair-stratified,pair_stratified_fold0.csv,0,solvent_logistic,3083,661,0.6454751865066494,0.6459909228441755,0.6172465960665658,0.6757391060669748,0.875,0.47540983606557374,0.6160849772382397,0.3521661717120398,0.29577506306033163,0.7273163994475469,0.798159270086115,0.2089028857986831
pair-stratified,pair_stratified_fold0.csv,0,sequence_solvent_logistic,3083,661,0.6454751865066494,0.6459909228441755,0.7428139183055976,0.7449208350847696,0.8445040214477212,0.7377049180327869,0.7875,0.4724185405835956,0.4655613579507082,0.8237955123201024,0.8756799704280928,0.17266741463552382
pair-stratified,pair_stratified_fold0.csv,0,sequence_solvent_random_forest,3083,661,0.6454751865066494,0.6459909228441755,0.8018154311649016,0.7664434836565984,0.8203463203463204,0.8875878220140515,0.8526434195725534,0.555532458899748,0.5515301868127884,0.8693228447326808,0.9122641905788621,0.14107652471428156
pair-stratified,pair_stratified_fold0.csv,0,sequence_solvent_gradient_boosting,3083,661,0.6454751865066494,0.6459909228441755,0.8033282904689864,0.769546027742749,0.8235294117647058,0.8852459016393442,0.8532731376975169,0.5596322974038279,0.5562842094392234,0.8592245641425968,0.908362260031109,0.14041902317414295
sequence-disjoint,sequence_disjoint_fold0.csv,0,majority_class,3065,678,0.6450244698205546,0.6548672566371682,0.6548672566371682,0.5,0.6548672566371682,1.0,0.7914438502673797,0.0,0.0,0.5,0.6548672566371682,0.34513274336283184
sequence-disjoint,sequence_disjoint_fold0.csv,0,stratified_dummy,3065,678,0.6450244698205546,0.6548672566371682,0.5678466076696165,0.5295680295680296,0.675990675990676,0.6531531531531531,0.6643757159221076,0.058320800127773596,0.05825297949199315,0.5295680295680296,0.6686640845932881,0.43215339233038347
sequence-disjoint,sequence_disjoint_fold0.csv,0,sequence_logistic,3065,678,0.6450244698205546,0.6548672566371682,0.644542772861357,0.6406791406791407,0.7692307692307693,0.6531531531531531,0.7064555420219245,0.2692186817380372,0.2635151580712335,0.6925001925001925,0.805497347368411,0.22187641711013206
sequence-disjoint,sequence_disjoint_fold0.csv,0,solvent_logistic,3065,678,0.6450244698205546,0.6548672566371682,0.6179941002949852,0.681046431046431,0.8870292887029289,0.4774774774774775,0.6207906295754027,0.36031983242514587,0.29994976917741045,0.7347251097251097,0.8094553896606195,0.20663411651537758
sequence-disjoint,sequence_disjoint_fold0.csv,0,sequence_solvent_logistic,3065,678,0.6450244698205546,0.6548672566371682,0.7418879056047197,0.7463328713328713,0.8530183727034121,0.7319819819819819,0.7878787878787878,0.47207506986313114,0.46317561147759045,0.8247333872333873,0.8846031982449339,0.17225968677704906
sequence-disjoint,sequence_disjoint_fold0.csv,0,sequence_solvent_random_forest,3065,678,0.6450244698205546,0.6548672566371682,0.7654867256637168,0.726957726957727,0.802547770700637,0.8513513513513513,0.8262295081967214,0.4685746142938373,0.46664885564164227,0.8363988988988987,0.9029332850857239,0.1575960262652855
sequence-disjoint,sequence_disjoint_fold0.csv,0,sequence_solvent_gradient_boosting,3065,678,0.6450244698205546,0.6548672566371682,0.7817109144542773,0.7454088704088704,0.8148936170212766,0.8626126126126126,0.838074398249453,0.505986662685559,0.5040626297372635,0.840701278201278,0.9020566448435158,0.14986939257909587
solvent-held-out,solvent_heldout_loso.csv,0,majority_class,3680,711,0.6771739130434783,0.47538677918424754,0.47538677918424754,0.5,0.47538677918424754,1.0,0.6444232602478551,0.0,0.0,0.5,0.47538677918424754,0.5246132208157525
solvent-held-out,solvent_heldout_loso.csv,0,stratified_dummy,3680,711,0.6771739130434783,0.47538677918424754,0.5161744022503516,0.5247156431936799,0.49372384937238495,0.6982248520710059,0.5784313725490197,0.05259237335292522,0.04848899816376706,0.5247156431936799,0.48819017730377545,0.4838255977496484
solvent-held-out,solvent_heldout_loso.csv,0,sequence_logistic,3680,711,0.6771739130434783,0.47538677918424754,0.7229254571026723,0.7256531878103336,0.6821705426356589,0.7810650887573964,0.7282758620689656,0.4525392443023947,0.4482575247279045,0.8026119580563796,0.7995573681591246,0.1950034153697003
solvent-held-out,solvent_heldout_loso.csv,0,solvent_logistic,3680,711,0.6771739130434783,0.47538677918424754,0.47538677918424754,0.5,0.47538677918424754,1.0,0.6444232602478551,0.0,0.0,0.5,0.47538677918424754,0.30924023676744294
solvent-held-out,solvent_heldout_loso.csv,0,sequence_solvent_logistic,3680,711,0.6771739130434783,0.47538677918424754,0.5007032348804501,0.5230182273902628,0.4874446085672083,0.9763313609467456,0.6502463054187192,0.10774096098110886,0.04396753190183822,0.7871131240382633,0.7898725225948129,0.29694645126547464
solvent-held-out,solvent_heldout_loso.csv,0,sequence_solvent_random_forest,3680,711,0.6771739130434783,0.47538677918424754,0.6427566807313643,0.6577129305011342,0.5742049469964664,0.9615384615384616,0.7190265486725663,0.39094696551603375,0.3057494771804651,0.8154456906261401,0.7776550016195166,0.25553159064083114
solvent-held-out,solvent_heldout_loso.csv,0,sequence_solvent_gradient_boosting,3680,711,0.6771739130434783,0.47538677918424754,0.4936708860759494,0.517426273458445,0.48424068767908307,1.0,0.6525096525096525,0.12991159026969978,0.03319382960400086,0.7815370338055427,0.7669706747919467,0.32786208397149175
solvent-held-out,solvent_heldout_loso.csv,1,majority_class,3697,14,0.6981336218555586,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.0
solvent-held-out,solvent_heldout_loso.csv,1,stratified_dummy,3697,14,0.6981336218555586,1.0,0.6428571428571429,0.6428571428571429,1.0,0.6428571428571429,0.782608695652174,0.0,0.0,,,0.35714285714285715
solvent-held-out,solvent_heldout_loso.csv,1,sequence_logistic,3697,14,0.6981336218555586,1.0,0.35714285714285715,0.35714285714285715,1.0,0.35714285714285715,0.5263157894736842,0.0,0.0,,,0.3381084667029491
solvent-held-out,solvent_heldout_loso.csv,1,solvent_logistic,3697,14,0.6981336218555586,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.07466672369792479
solvent-held-out,solvent_heldout_loso.csv,1,sequence_solvent_logistic,3697,14,0.6981336218555586,1.0,0.9285714285714286,0.9285714285714286,1.0,0.9285714285714286,0.9629629629629629,0.0,0.0,,,0.10686648694059553
solvent-held-out,solvent_heldout_loso.csv,1,sequence_solvent_random_forest,3697,14,0.6981336218555586,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.058932963471511175
solvent-held-out,solvent_heldout_loso.csv,1,sequence_solvent_gradient_boosting,3697,14,0.6981336218555586,1.0,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.9230769230769231,0.0,0.0,,,0.12867809589839363
solvent-held-out,solvent_heldout_loso.csv,2,majority_class,3653,694,0.6944976731453599,0.35878962536023057,0.35878962536023057,0.5,0.35878962536023057,1.0,0.528101802757158,0.0,0.0,0.5,0.35878962536023057,0.6412103746397695
solvent-held-out,solvent_heldout_loso.csv,2,stratified_dummy,3653,694,0.6944976731453599,0.35878962536023057,0.4092219020172911,0.46149541988177434,0.3333333333333333,0.6465863453815262,0.43989071038251365,-0.08029847059556766,-0.0638043323837083,0.46149541988177434,0.3423299345315942,0.590778097982709
solvent-held-out,solvent_heldout_loso.csv,2,sequence_logistic,3653,694,0.6944976731453599,0.35878962536023057,0.7046109510086456,0.7422453860385362,0.5561224489795918,0.8755020080321285,0.6801872074882995,0.46872561078313946,0.43009477723743983,0.8231803618970263,0.7187847245325909,0.20099232505486747
solvent-held-out,solvent_heldout_loso.csv,2,solvent_logistic,3653,694,0.6944976731453599,0.35878962536023057,0.35878962536023057,0.5,0.35878962536023057,1.0,0.528101802757158,0.0,0.0,0.5,0.35878962536023057,0.34989438298103165
solvent-held-out,solvent_heldout_loso.csv,2,sequence_solvent_logistic,3653,694,0.6944976731453599,0.35878962536023057,0.46253602305475505,0.5764766932900139,0.39869281045751637,0.9799196787148594,0.5667828106852497,0.22727734060748114,0.11578163534386754,0.8198682369929156,0.7124324952118992,0.3159478039183976
solvent-held-out,solvent_heldout_loso.csv,2,sequence_solvent_random_forest,3653,694,0.6944976731453599,0.35878962536023057,0.7319884726224783,0.7901267993321601,0.5727482678983834,0.9959839357429718,0.7272727272727273,0.5745572640844243,0.4990414244355271,0.9100807725283154,0.808596643064468,0.21379398034477928
solvent-held-out,solvent_heldout_loso.csv,2,sequence_solvent_gradient_boosting,3653,694,0.6944976731453599,0.35878962536023057,0.5850144092219021,0.6746356211362303,0.4634146341463415,0.9919678714859438,0.6317135549872123,0.39688616977617064,0.2791534727381578,0.8564414963223681,0.7357571098199375,0.24880912209814104
solvent-held-out,solvent_heldout_loso.csv,3,majority_class,2911,58,0.5293713500515287,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.0
solvent-held-out,solvent_heldout_loso.csv,3,stratified_dummy,2911,58,0.5293713500515287,1.0,0.6206896551724138,0.6206896551724138,1.0,0.6206896551724138,0.7659574468085106,0.0,0.0,,,0.3793103448275862
solvent-held-out,solvent_heldout_loso.csv,3,sequence_logistic,2911,58,0.5293713500515287,1.0,0.29310344827586204,0.29310344827586204,1.0,0.29310344827586204,0.4533333333333333,0.0,0.0,,,0.46974764470712926
solvent-held-out,solvent_heldout_loso.csv,3,solvent_logistic,2911,58,0.5293713500515287,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.08837220460449846
solvent-held-out,solvent_heldout_loso.csv,3,sequence_solvent_logistic,2911,58,0.5293713500515287,1.0,0.5862068965517241,0.5862068965517241,1.0,0.5862068965517241,0.7391304347826086,0.0,0.0,,,0.2625653473763575
solvent-held-out,solvent_heldout_loso.csv,3,sequence_solvent_random_forest,2911,58,0.5293713500515287,1.0,0.20689655172413793,0.20689655172413793,1.0,0.20689655172413793,0.34285714285714286,0.0,0.0,,,0.5613907387141054
solvent-held-out,solvent_heldout_loso.csv,3,sequence_solvent_gradient_boosting,2911,58,0.5293713500515287,1.0,0.3103448275862069,0.3103448275862069,1.0,0.3103448275862069,0.47368421052631576,0.0,0.0,,,0.4092933845737999
solvent-held-out,solvent_heldout_loso.csv,4,majority_class,2913,1436,0.5296944730518366,0.866991643454039,0.866991643454039,0.5,0.866991643454039,1.0,0.9287579261469601,0.0,0.0,0.5,0.866991643454039,0.133008356545961
solvent-held-out,solvent_heldout_loso.csv,4,stratified_dummy,2913,1436,0.5296944730518366,0.866991643454039,0.5055710306406686,0.48215900250215515,0.8590604026845637,0.5140562248995983,0.6432160804020101,-0.024251205248175468,-0.01692616124238211,0.48215900250215515,0.8629145397653127,0.49442896935933145
solvent-held-out,solvent_heldout_loso.csv,4,sequence_logistic,2913,1436,0.5296944730518366,0.866991643454039,0.5090529247910863,0.5018965916020102,0.8678474114441417,0.5116465863453815,0.6437594744820616,0.0025768467570194404,0.0017787699273505986,0.5114552450640256,0.8773223003439605,0.30477936169650455
solvent-held-out,solvent_heldout_loso.csv,4,solvent_logistic,2913,1436,0.5296944730518366,0.866991643454039,0.866991643454039,0.5,0.866991643454039,1.0,0.9287579261469601,0.0,0.0,0.5,0.866991643454039,0.14212992089358492
solvent-held-out,solvent_heldout_loso.csv,4,sequence_solvent_logistic,2913,1436,0.5296944730518366,0.866991643454039,0.7311977715877437,0.5059021426018209,0.8686695278969957,0.8128514056224899,0.8398340248962656,0.010244563180346016,0.01002661141969241,0.5226077083201918,0.8794964388902792,0.19168360260599246
solvent-held-out,solvent_heldout_loso.csv,4,sequence_solvent_random_forest,2913,1436,0.5296944730518366,0.866991643454039,0.5118384401114207,0.5500431043545911,0.8908045977011494,0.4979919678714859,0.6388459556929418,0.06800723502227252,0.045151180570574434,0.5426754136966715,0.8915823569294807,0.3252510395098535
solvent-held-out,solvent_heldout_loso.csv,4,sequence_solvent_gradient_boosting,2913,1436,0.5296944730518366,0.866991643454039,0.5724233983286908,0.5229294139910428,0.8760429082240763,0.5903614457831325,0.7053742802303263,0.03159775043254297,0.024139083622389923,0.5423768371916987,0.8846432665369939,0.2772271312784838
solvent-held-out,solvent_heldout_loso.csv,5,majority_class,2913,56,0.6536216958462067,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.0
solvent-held-out,solvent_heldout_loso.csv,5,stratified_dummy,2913,56,0.6536216958462067,1.0,0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,0.8333333333333334,0.0,0.0,,,0.2857142857142857
solvent-held-out,solvent_heldout_loso.csv,5,sequence_logistic,2913,56,0.6536216958462067,1.0,0.30357142857142855,0.30357142857142855,1.0,0.30357142857142855,0.4657534246575342,0.0,0.0,,,0.3356216302440102
solvent-held-out,solvent_heldout_loso.csv,5,solvent_logistic,2913,56,0.6536216958462067,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,0.09638476843511566
solvent-held-out,solvent_heldout_loso.csv,5,sequence_solvent_logistic,2913,56,0.6536216958462067,1.0,0.8035714285714286,0.8035714285714286,1.0,0.8035714285714286,0.8910891089108911,0.0,0.0,,,0.15949836119516567
solvent-held-out,solvent_heldout_loso.csv,5,sequence_solvent_random_forest,2913,56,0.6536216958462067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.4666265436276897
solvent-held-out,solvent_heldout_loso.csv,5,sequence_solvent_gradient_boosting,2913,56,0.6536216958462067,1.0,0.44642857142857145,0.44642857142857145,1.0,0.44642857142857145,0.6172839506172839,0.0,0.0,,,0.30356465678945616
solvent-held-out,solvent_heldout_loso.csv,6,majority_class,2258,1436,0.7183348095659876,0.6155988857938719,0.6155988857938719,0.5,0.6155988857938719,1.0,0.7620689655172413,0.0,0.0,0.5,0.6155988857938719,0.38440111420612816
solvent-held-out,solvent_heldout_loso.csv,6,stratified_dummy,2258,1436,0.7183348095659876,0.6155988857938719,0.5557103064066853,0.5061274509803921,0.6196498054474708,0.7205882352941176,0.6663179916317992,0.013218399509665643,0.0128861536339816,0.5061274509803921,0.618517930838377,0.44428969359331477
solvent-held-out,solvent_heldout_loso.csv,6,sequence_logistic,2258,1436,0.7183348095659876,0.6155988857938719,0.6845403899721448,0.6839055020001312,0.7752234993614304,0.6866515837104072,0.728254349130174,0.35932126323482205,0.35559324317363206,0.7585579382254575,0.8250892443710538,0.20962630849279396
solvent-held-out,solvent_heldout_loso.csv,6,solvent_logistic,2258,1436,0.7183348095659876,0.6155988857938719,0.6155988857938719,0.5,0.6155988857938719,1.0,0.7620689655172413,0.0,0.0,0.5,0.6155988857938719,0.28705496913524375
solvent-held-out,solvent_heldout_loso.csv,6,sequence_solvent_logistic,2258,1436,0.7183348095659876,0.6155988857938719,0.6183844011142061,0.5036231884057971,0.61731843575419,1.0,0.7633851468048359,0.0668828976511841,0.008906801007556697,0.7179159289133713,0.801323811035491,0.2727997180330625
solvent-held-out,solvent_heldout_loso.csv,6,sequence_solvent_random_forest,2258,1436,0.7183348095659876,0.6155988857938719,0.6086350974930362,0.49604482261131877,0.6137005649717514,0.9830316742081447,0.7556521739130435,-0.03283560395405434,-0.009658306143283113,0.7953021509607187,0.870848480139242,0.22901200963847682
solvent-held-out,solvent_heldout_loso.csv,6,sequence_solvent_gradient_boosting,2258,1436,0.7183348095659876,0.6155988857938719,0.6155988857938719,0.5,0.6155988857938719,1.0,0.7620689655172413,0.0,0.0,0.6578085038363171,0.7550270397543992,0.3398416642820798
